Date,Time,Open,High,Low,Close,Volume
2000-04-06,00:00,-3.11,482.79,-534.51,8.15,0
2000-04-07,00:00,-31.4,210.06,-224.81,-62.66,0
2000-04-10,00:00,80.16,193.89,-217.25,79.87,0
2000-04-11,00:00,30.31,360.46,-292.25,18.8,0
2000-04-12,00:00,-97.16,407.98,-605.54,-174.75,0
2000-04-13,00:00,-107.65,259.62,-463.35,-157.08,0
2000-04-14,00:00,102.41,510.01,-250.41,132.47,0
2000-04-17,00:00,104.55,352.34,-305.28,-5.47,0
2000-04-18,00:00,-110.46,254.61,-423.09,-101.3,0
2000-04-19,00:00,-137.18,162.86,-730.98,-211.31,0
2000-04-20,00:00,44.03,236.4,-393.33,-33.92,0
2000-04-21,00:00,50.72,460.08,-463.22,1.36,0
2000-04-24,00:00,115.34,603.94,-511.96,63.24,0
2000-04-25,00:00,-83.89,212.06,-582.48,-52.88,0
2000-04-26,00:00,-52.5,226.26,-452.99,-135.01,0
2000-04-27,00:00,8.85,521.97,-270.07,87.24,0
2000-04-28,00:00,169.15,432.15,-241.55,70.82,0
2000-05-01,00:00,-63.1,505.92,-321.11,56.57,0
2000-05-02,00:00,14.4,314.51,-303.69,-40.66,0
2000-05-03,00:00,-0.98,518.06,-364.76,29.34,0
2000-05-04,00:00,24.16,158.07,-164.66,40.19,0
2000-05-05,00:00,-67.0,274.52,-152.95,36.89,0
2000-05-08,00:00,-76.4,223.9,-556.35,-225.14,0
2000-05-09,00:00,104.25,514.52,-288.46,200.64,0
2000-05-10,00:00,164.92,793.99,-396.57,267.89,0
2000-05-11,00:00,101.43,542.67,-506.19,149.98,0
2000-05-12,00:00,-105.57,228.43,-356.74,-64.18,0
2000-05-15,00:00,59.75,396.98,-220.53,73.4,0
2000-05-16,00:00,-39.51,590.21,-397.99,40.3,0
2000-05-17,00:00,-68.7,323.21,-296.03,-15.3,0
2000-05-18,00:00,-68.7,139.61,-319.2,-64.43,0
2000-05-19,00:00,113.18,744.73,-372.05,143.18,0
2000-05-22,00:00,131.16,551.19,-185.29,134.7,0
2000-05-23,00:00,-61.94,558.62,-444.85,80.11,0
2000-05-24,00:00,67.33,475.86,-47.39,172.34,0
2000-05-25,00:00,43.93,407.9,-220.96,73.55,0
2000-05-26,00:00,-10.4,417.82,-295.12,46.93,0
2000-05-29,00:00,77.32,433.42,-156.34,222.63,0
2000-05-30,00:00,-6.59,504.59,-374.16,-57.72,0
2000-05-31,00:00,13.59,431.68,-383.82,80.42,0
2000-06-01,00:00,-32.3,219.99,-448.99,-111.76,0
2000-06-02,00:00,4.29,423.99,-376.85,2.99,0
2000-06-05,00:00,22.17,249.47,-328.19,-79.86,0
2000-06-06,00:00,85.26,460.84,-208.96,115.27,0
2000-06-07,00:00,35.15,503.94,-347.65,79.42,0
2000-06-08,00:00,-23.55,148.87,-453.65,-108.43,0
2000-06-09,00:00,33.7,564.74,-238.44,121.02,0
2000-06-12,00:00,60.81,158.31,-439.39,-104.58,0
2000-06-13,00:00,-117.33,328.62,-387.39,-62.7,0
2000-06-14,00:00,76.7,493.58,-245.6,56.68,0
2000-06-15,00:00,51.01,322.34,-503.86,2.33,0
2000-06-16,00:00,-223.22,157.32,-604.09,-254.83,0
2000-06-19,00:00,14.79,272.61,-532.46,-31.05,0
2000-06-20,00:00,68.07,496.06,-225.38,89.51,0
2000-06-21,00:00,31.24,237.95,-361.43,48.28,0
2000-06-22,00:00,-60.16,239.4,-312.43,-130.75,0
2000-06-23,00:00,-48.07,252.53,-444.71,-80.12,0
2000-06-26,00:00,-21.9,622.86,-443.73,-6.85,0
2000-06-27,00:00,38.24,288.95,-265.44,9.22,0
2000-06-28,00:00,45.38,528.21,-338.43,120.37,0
2000-06-29,00:00,-150.48,288.46,-452.3,-101.74,0
2000-06-30,00:00,24.32,441.09,-371.65,-37.82,0
2000-07-03,00:00,27.26,745.95,-253.4,232.7,0
2000-07-04,00:00,27.31,496.28,-337.9,129.22,0
2000-07-05,00:00,-4.94,400.09,-422.71,72.99,0
2000-07-06,00:00,30.05,337.14,-285.75,32.99,0
2000-07-07,00:00,-22.4,262.75,-299.69,-50.68,0
2000-07-10,00:00,-43.31,478.66,-432.62,1.72,0
2000-07-11,00:00,107.54,702.94,-96.12,284.93,0
2000-07-12,00:00,46.11,469.82,-264.44,111.91,0
2000-07-13,00:00,-57.44,509.64,-152.26,151.47,0
2000-07-14,00:00,61.59,442.48,-181.91,122.71,0
2000-07-17,00:00,73.67,389.58,-329.52,100.45,0
2000-07-18,00:00,-45.05,324.71,-285.06,-89.3,0
2000-07-19,00:00,-38.18,578.22,-330.92,71.26,0
2000-07-20,00:00,17.97,545.07,-364.5,120.61,0
2000-07-21,00:00,70.19,325.32,-235.45,12.29,0
2000-07-24,00:00,-20.11,447.5,-400.17,14.0,0
2000-07-25,00:00,-59.56,290.21,-248.61,-5.69,0
2000-07-26,00:00,89.3,581.56,-263.38,115.59,0
2000-07-27,00:00,-64.94,206.69,-170.93,-95.86,0
2000-07-28,00:00,-78.98,247.58,-252.54,-38.91,0
2000-07-31,00:00,51.66,402.08,-239.81,-4.37,0
2000-08-01,00:00,-30.09,433.5,-448.31,53.32,0
2000-08-02,00:00,75.66,466.81,-449.63,28.63,0
2000-08-03,00:00,68.34,499.37,-171.13,100.56,0
2000-08-04,00:00,49.24,504.97,-655.58,-130.87,0
2000-08-07,00:00,16.33,442.51,-326.96,62.98,0
2000-08-08,00:00,-131.65,493.16,-601.05,-84.11,0
2000-08-09,00:00,-66.9,333.72,-288.09,-8.47,0
2000-08-10,00:00,73.74,592.68,-425.19,64.97,0
2000-08-11,00:00,25.34,492.93,-373.68,95.48,0
2000-08-14,00:00,21.59,64.44,-388.65,-199.33,0
2000-08-15,00:00,16.16,366.47,-329.23,85.85,0
2000-08-16,00:00,127.62,771.5,-230.93,245.21,0
2000-08-17,00:00,-41.79,394.32,-448.46,-68.35,0
2000-08-18,00:00,-57.16,211.27,-434.42,-97.31,0
2000-08-21,00:00,41.92,450.66,-421.62,-43.28,0
2000-08-22,00:00,-58.25,285.39,-284.4,-22.92,0
2000-08-23,00:00,84.93,472.81,-375.97,63.49,0
2000-08-24,00:00,-111.76,228.84,-259.71,-60.38,0
2000-08-25,00:00,-47.92,350.62,-261.13,-30.81,0
2000-08-28,00:00,4.67,402.12,-520.53,9.27,0
2000-08-29,00:00,57.26,451.96,-373.6,-16.5,0
2000-08-30,00:00,84.83,554.92,11.38,205.64,0
2000-08-31,00:00,79.33,535.04,-221.25,146.52,0
2000-09-01,00:00,-42.21,195.21,-389.28,-98.85,0
2000-09-04,00:00,37.62,377.1,-204.27,76.65,0
2000-09-05,00:00,61.27,667.57,-115.04,141.28,0
2000-09-06,00:00,54.83,481.63,-236.36,114.27,0
2000-09-07,00:00,64.5,454.52,-127.53,157.28,0
2000-09-08,00:00,38.95,533.86,-423.97,-76.76,0
2000-09-11,00:00,-35.41,458.01,-642.48,-76.15,0
2000-09-12,00:00,92.97,488.76,-322.88,122.15,0
2000-09-13,00:00,-22.7,158.34,-427.88,-104.84,0
2000-09-14,00:00,-230.67,318.74,-743.04,-196.59,0
2000-09-15,00:00,58.86,440.58,-256.64,145.76,0
2000-09-18,00:00,-36.34,515.77,-451.52,17.57,0
2000-09-19,00:00,147.79,459.03,-185.24,188.65,0
2000-09-20,00:00,-109.0,171.07,-291.96,-130.61,0
2000-09-21,00:00,-36.88,367.51,-456.42,-115.83,0
2000-09-22,00:00,202.93,477.29,-313.23,150.35,0
2000-09-25,00:00,113.63,448.54,-230.59,96.12,0
2000-09-26,00:00,-70.17,125.98,-610.82,-215.38,0
2000-09-27,00:00,23.73,513.8,-309.3,72.46,0
2000-09-28,00:00,119.33,592.51,54.65,216.11,0
2000-09-29,00:00,23.19,554.03,-531.62,55.6,0
2000-10-02,00:00,32.7,256.01,-325.76,-6.55,0
2000-10-03,00:00,66.79,335.43,-288.92,146.5,0
2000-10-04,00:00,-73.84,209.48,-503.33,-107.6,0
2000-10-05,00:00,66.56,599.55,-463.81,37.31,0
2000-10-06,00:00,134.38,313.82,-392.73,37.78,0
2000-10-09,00:00,81.65,315.38,-155.59,155.81,0
2000-10-10,00:00,93.9,436.98,-107.55,184.12,0
2000-10-11,00:00,-29.1,377.43,-325.43,14.46,0
2000-10-12,00:00,138.33,468.2,-69.61,6.05,0
2000-10-13,00:00,27.03,307.78,-352.12,84.09,0
2000-10-16,00:00,10.41,443.44,-293.69,-33.36,0
2000-10-17,00:00,-54.75,387.04,-343.05,-69.01,0
2000-10-18,00:00,5.44,384.47,-367.73,21.07,0
2000-10-19,00:00,74.2,396.96,-441.35,41.35,0
2000-10-20,00:00,0.78,400.41,-450.23,1.03,0
2000-10-23,00:00,-46.2,331.68,-513.89,-67.41,0
2000-10-24,00:00,48.97,167.71,-345.68,-71.66,0
2000-10-25,00:00,27.78,274.08,-354.29,-0.98,0
2000-10-26,00:00,72.76,456.73,-283.69,106.07,0
2000-10-27,00:00,29.22,426.74,-575.44,-98.15,0
2000-10-30,00:00,108.42,533.85,-127.21,116.27,0
2000-10-31,00:00,-37.98,361.15,-359.27,-19.61,0
2000-11-01,00:00,-117.55,107.88,-442.92,-140.46,0
2000-11-02,00:00,44.73,527.26,-500.54,-6.67,0
2000-11-03,00:00,72.87,566.54,-244.36,178.63,0
2000-11-06,00:00,72.99,296.72,-241.91,-26.52,0
2000-11-07,00:00,-145.16,222.22,-590.63,-126.46,0
2000-11-08,00:00,70.86,446.06,-299.3,122.31,0
2000-11-09,00:00,23.73,351.4,-337.87,-34.59,0
2000-11-10,00:00,-32.94,197.59,-223.87,-48.29,0
2000-11-13,00:00,59.66,486.55,-431.1,69.57,0
2000-11-14,00:00,-98.85,496.78,-571.78,-7.87,0
2000-11-15,00:00,30.29,444.31,-230.63,15.06,0
2000-11-16,00:00,-18.62,491.92,-301.15,31.15,0
2000-11-17,00:00,47.1,568.06,-152.05,168.98,0
2000-11-20,00:00,-126.32,207.79,-463.14,-138.54,0
2000-11-21,00:00,-96.22,364.76,-393.93,-4.46,0
2000-11-22,00:00,169.66,706.0,-58.77,255.31,0
2000-11-23,00:00,55.1,515.47,-311.53,11.38,0
2000-11-24,00:00,105.53,419.72,-321.81,55.69,0
2000-11-27,00:00,-19.15,305.75,-497.18,-96.3,0
2000-11-28,00:00,199.09,666.42,160.83,252.2,0
2000-11-29,00:00,-8.49,118.53,-289.38,-67.16,0
2000-11-30,00:00,-51.69,344.3,-288.24,-3.87,0
2000-12-01,00:00,-45.48,351.28,-353.19,-11.78,0
2000-12-04,00:00,172.04,582.24,-204.17,145.03,0
2000-12-05,00:00,90.27,323.47,-48.33,82.04,0
2000-12-06,00:00,193.14,517.2,-136.65,194.91,0
2000-12-07,00:00,134.82,639.41,44.5,247.64,0
2000-12-08,00:00,63.8,679.18,-418.38,100.33,0
2000-12-11,00:00,-38.92,339.71,-537.62,-40.57,0
2000-12-12,00:00,-31.76,465.76,-435.25,92.44,0
2000-12-13,00:00,66.3,364.28,-508.21,-109.55,0
2000-12-14,00:00,-1.33,206.56,-339.7,1.03,0
2000-12-15,00:00,76.3,374.28,-443.63,29.05,0
2000-12-18,00:00,51.67,495.1,-317.94,98.88,0
2000-12-19,00:00,-55.76,234.83,-151.39,-10.51,0
2000-12-20,00:00,-1.6,406.69,-372.06,111.86,0
2000-12-21,00:00,-97.33,234.48,-332.56,-94.0,0
2000-12-22,00:00,23.96,503.65,-403.03,17.82,0
2000-12-25,00:00,-38.29,447.82,-651.17,-93.63,0
2000-12-26,00:00,2.34,425.24,-514.84,-80.74,0
2000-12-27,00:00,19.31,353.7,-497.56,40.66,0
2000-12-28,00:00,41.58,603.55,-389.71,66.9,0
2000-12-29,00:00,-66.69,435.17,-573.0,-12.57,0
2001-01-01,00:00,-41.97,378.2,-443.2,-13.71,0
2001-01-02,00:00,124.82,400.68,-317.03,62.94,0
2001-01-03,00:00,-88.25,117.43,-512.76,-142.46,0
2001-01-04,00:00,-27.96,456.97,-265.84,58.66,0
2001-01-05,00:00,-18.28,570.12,-384.33,21.85,0
2001-01-08,00:00,74.1,420.86,-302.81,79.66,0
2001-01-09,00:00,65.09,609.08,-292.32,41.01,0
2001-01-10,00:00,127.36,300.14,-282.75,17.34,0
2001-01-11,00:00,55.61,300.44,-385.12,-67.09,0
2001-01-12,00:00,-43.65,224.89,-440.1,-65.8,0
2001-01-15,00:00,-30.58,242.28,-566.33,-133.72,0
2001-01-16,00:00,-3.75,195.54,-52.67,112.03,0
2001-01-17,00:00,129.08,542.45,-190.73,119.51,0
2001-01-18,00:00,49.56,339.8,-109.47,67.27,0
2001-01-19,00:00,11.17,262.11,-525.72,-82.37,0
2001-01-22,00:00,4.42,449.6,-480.05,-51.79,0
2001-01-23,00:00,45.81,404.95,-287.1,31.92,0
2001-01-24,00:00,9.47,479.98,-293.57,76.37,0
2001-01-25,00:00,-40.22,563.35,-186.6,61.23,0
2001-01-26,00:00,-110.66,253.65,-379.48,-103.92,0
2001-01-29,00:00,37.13,436.13,-251.35,35.27,0
2001-01-30,00:00,-137.03,346.87,-514.8,-123.26,0
2001-01-31,00:00,50.35,377.91,-376.52,92.18,0
2001-02-01,00:00,-37.87,463.7,-638.24,-22.77,0
2001-02-02,00:00,1.08,306.31,-548.75,-54.76,0
2001-02-05,00:00,26.08,449.4,-360.4,53.08,0
2001-02-06,00:00,-32.79,334.72,-332.59,70.59,0
2001-02-07,00:00,-51.29,246.86,-510.43,-103.39,0
2001-02-08,00:00,128.01,567.37,-229.93,84.6,0
2001-02-09,00:00,17.48,393.94,-456.31,-2.63,0
2001-02-12,00:00,62.83,395.29,-306.08,27.18,0
2001-02-13,00:00,48.17,211.36,-331.41,125.14,0
2001-02-14,00:00,-17.47,189.2,-261.7,-7.75,0
2001-02-15,00:00,-6.63,348.58,-333.09,-22.73,0
2001-02-16,00:00,30.76,597.54,-430.78,42.52,0
2001-02-19,00:00,14.0,429.49,-486.62,-28.08,0
2001-02-20,00:00,67.53,419.37,-351.34,107.01,0
2001-02-21,00:00,3.08,477.01,-260.61,34.72,0
2001-02-22,00:00,24.42,269.76,-386.36,58.07,0
2001-02-23,00:00,60.01,329.81,-428.01,-25.76,0
2001-02-26,00:00,-79.26,64.0,-406.52,-198.63,0
2001-02-27,00:00,95.66,480.25,-149.01,107.59,0
2001-02-28,00:00,79.36,477.67,-367.21,58.95,0
2001-03-01,00:00,51.2,282.98,-471.73,-29.64,0
2001-03-02,00:00,-3.4,581.86,-332.33,32.04,0
2001-03-05,00:00,-30.06,404.0,-435.67,28.86,0
2001-03-06,00:00,-86.05,263.53,-268.59,-98.82,0
2001-03-07,00:00,-43.6,376.53,-535.44,-2.68,0
2001-03-08,00:00,-45.51,315.85,-460.72,-64.55,0
2001-03-09,00:00,-43.42,334.72,-309.84,-75.94,0
2001-03-12,00:00,-101.45,473.02,-472.81,68.3,0
2001-03-13,00:00,8.12,83.01,-415.84,-188.18,0
2001-03-14,00:00,5.39,161.19,-216.15,24.45,0
2001-03-15,00:00,-57.51,356.93,-618.15,-92.19,0
2001-03-16,00:00,262.93,669.13,-108.82,266.19,0
2001-03-19,00:00,84.52,497.33,-336.42,3.19,0
2001-03-20,00:00,37.37,323.43,-224.53,36.86,0
2001-03-21,00:00,-62.79,204.99,-455.36,-80.29,0
2001-03-22,00:00,67.0,513.38,-547.8,-19.75,0
2001-03-23,00:00,66.1,415.74,-453.34,85.79,0
2001-03-26,00:00,56.15,335.24,-289.04,-33.76,0
2001-03-27,00:00,77.18,510.75,-93.07,119.91,0
2001-03-28,00:00,40.3,241.53,-286.93,-15.44,0
2001-03-29,00:00,69.58,445.53,-192.12,70.84,0
2001-03-30,00:00,129.61,322.61,-155.38,80.54,0
2001-04-02,00:00,51.09,402.68,-436.62,-22.66,0
2001-04-03,00:00,-126.55,253.42,-500.14,-121.14,0
2001-04-04,00:00,5.51,128.33,-363.68,-78.26,0
2001-04-05,00:00,53.85,309.43,-365.84,-43.93,0
2001-04-06,00:00,129.34,373.42,-272.04,135.96,0
2001-04-09,00:00,4.25,209.11,-509.59,-64.53,0
2001-04-10,00:00,14.7,470.94,-501.44,32.16,0
2001-04-11,00:00,-67.35,365.84,-684.04,-80.38,0
2001-04-12,00:00,124.94,715.66,-484.85,68.51,0
2001-04-13,00:00,-31.46,414.5,-337.89,74.17,0
2001-04-16,00:00,-63.45,537.42,-237.54,87.74,0
2001-04-17,00:00,-8.64,328.57,-605.01,-82.07,0
2001-04-18,00:00,95.5,449.57,-267.77,68.51,0
2001-04-19,00:00,116.33,215.03,-224.65,-75.88,0
2001-04-20,00:00,-249.03,-103.06,-865.43,-371.68,0
2001-04-23,00:00,84.64,348.58,-326.31,76.22,0
2001-04-24,00:00,59.09,287.97,-435.73,-89.97,0
2001-04-25,00:00,45.48,273.16,-192.77,30.36,0
2001-04-26,00:00,-6.71,462.81,-263.44,84.03,0
2001-04-27,00:00,38.01,603.06,-189.46,126.1,0
2001-04-30,00:00,-70.32,239.87,-650.8,-252.88,0
2001-05-01,00:00,98.31,522.65,-201.17,114.49,0
2001-05-02,00:00,-140.73,242.01,-487.82,-210.95,0
2001-05-03,00:00,36.81,275.72,-317.83,31.15,0
2001-05-04,00:00,-105.63,219.69,-755.23,-257.53,0
2001-05-07,00:00,-110.58,208.27,-469.73,-98.05,0
2001-05-08,00:00,64.48,179.81,-274.43,12.1,0
2001-05-09,00:00,-202.07,334.76,-647.59,-177.63,0
2001-05-10,00:00,-52.89,438.21,-366.56,64.7,0
2001-05-11,00:00,75.81,647.57,-288.49,148.91,0
2001-05-14,00:00,70.46,254.57,-303.94,37.69,0
2001-05-15,00:00,136.18,496.33,-376.97,58.3,0
2001-05-16,00:00,-21.94,359.43,-282.55,26.32,0
2001-05-17,00:00,-106.34,343.96,-453.83,0.19,0
2001-05-18,00:00,-32.3,284.15,-359.68,-33.92,0
2001-05-21,00:00,85.02,669.58,-186.33,161.38,0
2001-05-22,00:00,-125.72,349.68,-719.71,-213.01,0
2001-05-23,00:00,26.71,434.79,-303.32,42.64,0
2001-05-24,00:00,56.02,499.57,-366.1,44.06,0
2001-05-25,00:00,4.81,342.38,-332.58,-95.92,0
2001-05-28,00:00,-40.86,316.09,-189.77,-17.66,0
2001-05-29,00:00,-11.76,100.05,-344.78,-116.77,0
2001-05-30,00:00,69.56,443.16,-210.03,173.25,0
2001-05-31,00:00,38.87,535.46,-315.39,-10.8,0
2001-06-01,00:00,4.58,275.31,-319.79,-22.15,0
2001-06-04,00:00,-170.22,178.95,-461.13,-173.96,0
2001-06-05,00:00,23.93,275.67,-376.32,-55.97,0
2001-06-06,00:00,21.59,313.43,-412.55,-34.17,0
2001-06-07,00:00,-96.22,311.75,-292.09,-46.29,0
2001-06-08,00:00,153.99,403.43,-183.17,162.93,0
2001-06-11,00:00,33.67,239.0,-591.44,-166.07,0
2001-06-12,00:00,27.34,280.42,-286.59,-32.69,0
2001-06-13,00:00,-58.96,285.43,-476.04,-76.74,0
2001-06-14,00:00,6.66,340.3,-516.74,-114.41,0
2001-06-15,00:00,94.02,328.27,-143.52,49.54,0
2001-06-18,00:00,15.67,375.83,-347.41,61.81,0
2001-06-19,00:00,158.07,322.75,-309.76,97.47,0
2001-06-20,00:00,13.55,367.53,-421.44,-8.26,0
2001-06-21,00:00,-92.11,326.04,-398.3,-85.27,0
2001-06-22,00:00,90.47,559.67,-16.42,186.82,0
2001-06-25,00:00,-8.81,280.9,-307.02,5.89,0
2001-06-26,00:00,65.7,370.47,-365.47,-5.67,0
2001-06-27,00:00,57.7,305.21,-74.78,30.79,0
2001-06-28,00:00,93.03,426.65,-478.72,-29.35,0
2001-06-29,00:00,-123.19,210.94,-578.85,-130.0,0
2001-07-02,00:00,-141.82,311.77,-528.92,-128.07,0
2001-07-03,00:00,-46.92,455.14,-694.58,-160.19,0
2001-07-04,00:00,129.03,484.57,-389.14,55.63,0
2001-07-05,00:00,21.13,466.04,-212.38,35.02,0
2001-07-06,00:00,-26.1,365.86,-315.67,53.28,0
2001-07-09,00:00,-2.54,456.17,-338.41,26.69,0
2001-07-10,00:00,73.3,742.71,-194.01,125.02,0
2001-07-11,00:00,72.95,475.45,-191.29,150.02,0
2001-07-12,00:00,-6.72,451.78,-578.94,-170.58,0
2001-07-13,00:00,-136.62,450.98,-588.09,-198.68,0
2001-07-16,00:00,26.98,257.36,-392.36,-9.8,0
2001-07-17,00:00,-57.99,437.21,-414.48,30.44,0
2001-07-18,00:00,-1.46,549.57,-414.19,5.34,0
2001-07-19,00:00,-44.14,375.64,-320.59,-38.65,0
2001-07-20,00:00,102.27,386.63,-240.07,21.27,0
2001-07-23,00:00,51.17,421.35,-235.85,55.92,0
2001-07-24,00:00,-94.59,354.97,-312.08,88.92,0
2001-07-25,00:00,151.01,415.44,-60.89,120.11,0
2001-07-26,00:00,-22.09,483.81,-476.51,-42.87,0
2001-07-27,00:00,135.58,370.77,-225.1,66.73,0
2001-07-30,00:00,224.77,425.09,-90.55,171.37,0
2001-07-31,00:00,94.19,456.75,-276.14,92.01,0
2001-08-01,00:00,115.49,527.15,-209.61,146.54,0
2001-08-02,00:00,-21.26,321.0,-444.64,-109.51,0
2001-08-03,00:00,132.35,589.53,-173.85,89.9,0
2001-08-06,00:00,-10.49,403.57,-521.01,-96.96,0
2001-08-07,00:00,113.71,208.5,-45.26,103.25,0
2001-08-08,00:00,23.22,416.68,-455.07,41.18,0
2001-08-09,00:00,-159.08,226.89,-394.96,-100.51,0
2001-08-10,00:00,-14.64,528.57,-488.01,89.32,0
2001-08-13,00:00,60.51,441.8,-432.68,-12.06,0
2001-08-14,00:00,-5.0,308.79,-465.45,-53.99,0
2001-08-15,00:00,-58.7,193.7,-611.98,-184.45,0
2001-08-16,00:00,88.59,464.66,-176.85,47.85,0
2001-08-17,00:00,4.69,447.3,-317.57,24.45,0
2001-08-20,00:00,11.14,336.63,-422.62,26.06,0
2001-08-21,00:00,36.87,469.98,-312.15,92.11,0
2001-08-22,00:00,68.12,489.58,-198.34,29.66,0
2001-08-23,00:00,-85.26,207.82,-363.31,-17.87,0
2001-08-24,00:00,168.18,583.19,-112.59,206.59,0
2001-08-27,00:00,34.9,483.06,-401.49,114.65,0
2001-08-28,00:00,-123.22,219.87,-688.51,-308.02,0
2001-08-29,00:00,-94.72,32.81,-719.93,-272.9,0
2001-08-30,00:00,29.34,273.84,-310.59,34.11,0
2001-08-31,00:00,198.58,505.67,-122.74,242.81,0
2001-09-03,00:00,-106.16,283.11,-636.96,-159.69,0
2001-09-04,00:00,-4.21,421.23,-338.29,79.5,0
2001-09-05,00:00,79.87,441.68,-278.32,127.48,0
2001-09-06,00:00,0.02,606.87,-403.86,47.26,0
2001-09-07,00:00,-93.96,450.84,-535.61,-82.74,0
2001-09-10,00:00,40.54,393.76,-311.92,74.03,0
2001-09-11,00:00,123.32,665.13,-348.15,244.43,0
2001-09-12,00:00,56.97,311.94,-467.79,-39.54,0
2001-09-13,00:00,-0.3,301.0,-521.8,-51.39,0
2001-09-14,00:00,-74.89,433.96,-710.34,-123.06,0
2001-09-17,00:00,-50.27,374.74,-368.37,-38.35,0
2001-09-18,00:00,16.36,406.45,-430.91,-38.07,0
2001-09-19,00:00,10.29,121.27,-518.02,-128.8,0
2001-09-20,00:00,63.87,602.95,-326.13,155.66,0
2001-09-21,00:00,-102.92,390.49,-379.24,77.66,0
2001-09-24,00:00,36.45,347.7,-435.68,-60.52,0
2001-09-25,00:00,-28.78,576.39,-367.01,-36.42,0
