Date	Time	Open	High	Low	Close	Volume
1993-04-13	0:00	-15.81	665.45	-189.77	106.03	0
1993-04-14	0:00	-6.79	169.96	-415.16	-104.56	0
1993-04-15	0:00	-29.47	307.96	-422.25	-109.32	0
1993-04-16	0:00	9.18	552.51	-286.16	101.9	0
1993-04-19	0:00	-1.64	720.41	-228.79	167.27	0
1993-04-20	0:00	5.26	578.37	-499.38	121.51	0
1993-04-21	0:00	-24.41	403.89	-593.65	-95.22	0
1993-04-22	0:00	11.94	306.84	-408.63	-139.13	0
1993-04-23	0:00	-5.28	322.18	-536.63	-147.63	0
1993-04-26	0:00	-24.84	298.89	-592.55	-53.22	0
1993-04-27	0:00	18.22	402.49	-166.22	121.66	0
1993-04-28	0:00	18.55	278.1	-326.47	-118.79	0
1993-04-29	0:00	8.05	284.02	-377.8	14.97	0
1993-04-30	0:00	5.74	377.57	-514.84	-79.68	0
1993-05-03	0:00	-5.64	543.81	-383.65	65.56	0
1993-05-04	0:00	12.78	456.9	-680.86	-23.93	0
1993-05-05	0:00	-2.19	206.12	-446.81	-108.5	0
1993-05-06	0:00	18.55	306.18	-356.8	-87.58	0
1993-05-07	0:00	-0.29	648.81	-349.7	56.71	0
1993-05-10	0:00	5.6	463.31	-335.4	-13.93	0
1993-05-11	0:00	12.78	489.83	-298.36	58.32	0
1993-05-12	0:00	15.87	351.97	-414.83	-41.97	0
1993-05-13	0:00	16.46	481.73	-200.12	105.77	0
1993-05-14	0:00	21.71	334.41	-263.08	-6.19	0
1993-05-17	0:00	-2.97	345.31	-415.2	-54.44	0
1993-05-18	0:00	28.05	411.04	-406.56	6.73	0
1993-05-19	0:00	-32.83	375.47	-596.08	-130.88	0
1993-05-20	0:00	-33.21	336.63	-334.05	-9.36	0
1993-05-21	0:00	5.66	394.83	-276.32	-26.45	0
1993-05-24	0:00	11.62	173.65	-534.57	-161.36	0
1993-05-25	0:00	19.3	132.1	-437.63	-82.35	0
1993-05-26	0:00	-0.72	368.34	-206.8	69.69	0
1993-05-27	0:00	-19.87	447.41	-184.99	-14.59	0
1993-05-28	0:00	15.16	311.98	-531.61	-127.68	0
1993-05-31	0:00	26.52	468.7	-256.64	89.95	0
1993-06-01	0:00	1.46	291.96	-570.2	-135.69	0
1993-06-02	0:00	17.84	403.18	-362.15	119.15	0
1993-06-03	0:00	0.82	316.43	-458.08	11.14	0
1993-06-04	0:00	-14.95	232.73	-278.75	-41.1	0
1993-06-07	0:00	-25.23	423.22	-339.52	35.77	0
1993-06-08	0:00	7.99	350.75	-534.29	-63.28	0
1993-06-09	0:00	-5.09	348.09	-555.74	-75.51	0
1993-06-10	0:00	-2.85	299.73	-526.37	-110.81	0
1993-06-11	0:00	15.9	199.76	-208.02	27.07	0
1993-06-14	0:00	1.25	492.95	-598.56	-13.45	0
1993-06-15	0:00	21.11	435.81	-284.76	70.46	0
1993-06-16	0:00	18.01	324.18	-574.32	-78.93	0
1993-06-17	0:00	-7.36	380.88	-562.62	-51.8	0
1993-06-18	0:00	21.95	368.71	-597.3	-67.56	0
1993-06-21	0:00	7.73	609.67	-290.3	121.22	0
1993-06-22	0:00	2.78	495.57	-426.11	11.87	0
1993-06-23	0:00	3.27	527.53	-281.1	127.53	0
1993-06-24	0:00	-0.06	468.74	-560.69	-34.88	0
1993-06-25	0:00	-9.2	405.72	-399.55	65.15	0
1993-06-28	0:00	18.7	356.01	-338.71	-0.42	0
1993-06-29	0:00	-19.79	308.2	-535.41	-165.06	0
1993-06-30	0:00	4.88	655.71	-224.54	146.8	0
1993-07-01	0:00	-21.02	323.1	-406.28	-48.51	0
1993-07-02	0:00	-15.63	470.64	-295.88	122.84	0
1993-07-05	0:00	0.55	354.35	-550.16	-118.09	0
1993-07-06	0:00	10.3	51.53	-342.7	-88.64	0
1993-07-07	0:00	-24.98	369.95	-532.13	6.83	0
1993-07-08	0:00	-3.34	294.14	-449.44	38.31	0
1993-07-09	0:00	-6.33	197.22	-426.04	-132.27	0
1993-07-12	0:00	-28.61	234.8	-559.7	49.54	0
1993-07-13	0:00	11.63	360.89	-137.89	127.2	0
1993-07-14	0:00	5.14	408.63	-221.52	142.54	0
1993-07-15	0:00	-4.71	315.93	-332.69	56.61	0
1993-07-16	0:00	-8.14	394.69	-376.19	-44.41	0
1993-07-19	0:00	4.34	407.84	-377.55	48.97	0
1993-07-20	0:00	-31.5	351.82	-568.99	-99.36	0
1993-07-21	0:00	12.71	351.17	-487.94	16.79	0
1993-07-22	0:00	-0.33	494.62	-469.57	35.06	0
1993-07-23	0:00	3.9	391.14	-435.45	50.05	0
1993-07-26	0:00	-17.42	424.84	-511.1	65.76	0
1993-07-27	0:00	-0.32	280.51	-368.11	-108.49	0
1993-07-28	0:00	23.79	652.03	-237.98	205.89	0
1993-07-29	0:00	9.69	446.84	-410.74	9.61	0
1993-07-30	0:00	-4.22	445.23	-694.51	-78.17	0
1993-08-02	0:00	18.23	457.61	-260	135.11	0
1993-08-03	0:00	-14.33	371.59	-374.16	71.41	0
1993-08-04	0:00	10.81	409	-303.56	-26.15	0
1993-08-05	0:00	16.45	411.32	-386.29	57.84	0
1993-08-06	0:00	-14.07	302.01	-260.9	-10.04	0
1993-08-09	0:00	9.84	522.39	-296.51	52.03	0
1993-08-10	0:00	1.64	107.05	-391.24	-81.56	0
1993-08-11	0:00	2.51	412.23	-421.19	44.68	0
1993-08-12	0:00	16.62	375.2	-420.34	-68.52	0
1993-08-13	0:00	-17.26	491.14	-258.24	38.73	0
1993-08-16	0:00	-7.33	347.58	-156.38	36.45	0
1993-08-17	0:00	20.95	531.62	-316.02	30.58	0
1993-08-18	0:00	5.84	281.26	-593.36	-138.15	0
1993-08-19	0:00	-9.12	342.06	-350.71	17	0
1993-08-20	0:00	12.23	519.46	-379.32	49.21	0
1993-08-23	0:00	21.45	363.47	-268.27	100.65	0
1993-08-24	0:00	9.64	355.9	-191.4	106.32	0
1993-08-25	0:00	18.57	440.56	-149.34	162.37	0
1993-08-26	0:00	2.14	268.25	-466.33	-23.86	0
1993-08-27	0:00	-9.2	548.05	-332.55	41.98	0
1993-08-30	0:00	-0.52	261.9	-418.9	-38.22	0
1993-08-31	0:00	18.58	547.25	-367.59	123.3	0
1993-09-01	0:00	-6.41	395.38	-471.14	4.54	0
1993-09-02	0:00	-5.44	326.41	-154.77	45.99	0
1993-09-03	0:00	0.92	330.3	-217.87	56.18	0
1993-09-06	0:00	-6.79	413.78	-222.78	98.9	0
1993-09-07	0:00	-6.31	353.54	-290.78	-20.27	0
1993-09-08	0:00	6.49	551.75	-275.66	19.25	0
1993-09-09	0:00	-3.4	151.44	-451.72	-206.75	0
1993-09-10	0:00	15.05	217.79	-274.37	-2.98	0
1993-09-13	0:00	19.02	295.8	-324.64	-37.55	0
1993-09-14	0:00	-12.1	295.71	-22.76	169.49	0
1993-09-15	0:00	-10.12	548.71	-302.97	69.81	0
1993-09-16	0:00	-15.57	227.78	-379.28	-86.3	0
1993-09-17	0:00	-18.93	382.25	-350.27	-47.29	0
1993-09-20	0:00	0.92	332.22	-438.43	5.04	0
1993-09-21	0:00	3.99	350.85	-352.2	-7.2	0
1993-09-22	0:00	7.15	287.62	-269.38	61.64	0
1993-09-23	0:00	14.94	486.23	-295.66	12.8	0
1993-09-24	0:00	8	455.92	-421.47	1.24	0
1993-09-27	0:00	-30.52	205.56	-330.92	-43.22	0
1993-09-28	0:00	-11.38	215.69	-548.65	-64.45	0
1993-09-29	0:00	-8.48	349.78	-244.55	62.51	0
1993-09-30	0:00	3.52	309.44	-451.89	-59.74	0
1993-10-01	0:00	2.16	471.56	-631.02	-121.74	0
1993-10-04	0:00	-16.98	52.37	-296.59	-43.66	0
1993-10-05	0:00	-4.91	345.56	-450.7	52.91	0
1993-10-06	0:00	1.86	325.01	-304.62	-1.16	0
1993-10-07	0:00	10.07	405.2	-271.66	58.91	0
1993-10-08	0:00	24.89	475.13	-381.01	-2.83	0
1993-10-11	0:00	0.85	278.9	-514.7	-77.01	0
1993-10-12	0:00	-7.13	199.53	-474.4	-171.25	0
1993-10-13	0:00	5.59	252.7	-550.07	-122.89	0
1993-10-14	0:00	-19.35	325.35	-377.75	-45.32	0
1993-10-15	0:00	16.36	355.49	-415.47	4.18	0
1993-10-18	0:00	25.72	340.19	-79.84	78.02	0
1993-10-19	0:00	1	542.01	-169.77	116.29	0
1993-10-20	0:00	9.39	150.76	-373.31	-114.16	0
1993-10-21	0:00	14.23	375.68	-452.58	90.23	0
1993-10-22	0:00	-47.46	322.2	-440.1	-40.82	0
1993-10-25	0:00	-3.75	414.12	-231.24	5.63	0
1993-10-26	0:00	8.18	543.85	-458.75	92.38	0
1993-10-27	0:00	8.98	187.69	-378.71	-33.55	0
1993-10-28	0:00	13.91	277.14	-679.44	-114.63	0
1993-10-29	0:00	26.86	279.73	-387.03	20.81	0
1993-11-01	0:00	-20.06	675.04	-479.46	82.64	0
1993-11-02	0:00	0.89	466.35	-378.46	-18.63	0
1993-11-03	0:00	-4.94	299.29	-462.98	-32.58	0
1993-11-04	0:00	-23.07	349.78	-518.56	-10.96	0
1993-11-05	0:00	-35.93	156.52	-436.87	-128.12	0
1993-11-08	0:00	9.37	404.77	-386.49	11.42	0
1993-11-09	0:00	-5.04	380.76	-427.01	-33.9	0
1993-11-10	0:00	16.28	252.89	-142.17	23.99	0
1993-11-11	0:00	2.52	365.64	-239.32	102.7	0
1993-11-12	0:00	-6.55	302.45	-552.03	-48.33	0
1993-11-15	0:00	-5.48	431.54	-300.58	87.22	0
1993-11-16	0:00	29.26	423.73	-539.54	19.96	0
1993-11-17	0:00	-6.03	413.65	-559.24	-85.09	0
1993-11-18	0:00	3.99	408.99	-456.94	11.99	0
1993-11-19	0:00	-2.82	354.82	-310.53	79.39	0
1993-11-22	0:00	-7.88	333.33	-254.91	2.53	0
1993-11-23	0:00	-14.58	537.91	-180.41	105.97	0
1993-11-24	0:00	12.4	307.31	-426.58	-32.4	0
1993-11-25	0:00	23.5	354.29	-294.8	-25.99	0
1993-11-26	0:00	-10.34	356.18	-497.88	-92.97	0
1993-11-29	0:00	7.77	456.8	-478.64	102.32	0
1993-11-30	0:00	-4.57	430.4	-309.53	32.88	0
1993-12-01	0:00	8.29	396.89	-217.64	66.76	0
1993-12-02	0:00	12.03	461.76	-294.1	102.49	0
1993-12-03	0:00	13.44	15.95	-335.77	-110.69	0
1993-12-06	0:00	38.61	365.03	-555.33	-48.6	0
1993-12-07	0:00	1.95	296.39	-321.36	3.8	0
1993-12-08	0:00	5.52	563.37	-473.58	-59.96	0
1993-12-09	0:00	12.81	255.21	-292	12.08	0
1993-12-10	0:00	-12.17	482.92	-478.89	-67.36	0
1993-12-13	0:00	-0.09	300.14	-411.58	-65.36	0
1993-12-14	0:00	20.2	224.27	-619.38	-160.95	0
1993-12-15	0:00	27.99	278.59	-458.16	-38.13	0
1993-12-16	0:00	31.17	215.53	-244.67	-99.1	0
1993-12-17	0:00	-4.54	447.54	-428.95	22.43	0
1993-12-20	0:00	17.59	96.6	-160.76	-104.52	0
1993-12-21	0:00	22.17	325.83	-371.51	-42.97	0
1993-12-22	0:00	-1.59	356.61	-334.48	-53.68	0
1993-12-23	0:00	17.56	384.94	-380.09	-35.9	0
1993-12-24	0:00	13.1	351.13	-314.85	26.19	0
1993-12-27	0:00	7.78	547	-456.38	98.58	0
1993-12-28	0:00	8.89	326.57	-469.26	-32.42	0
1993-12-29	0:00	15.17	263.23	-156.51	63.49	0
1993-12-30	0:00	12.54	636.48	-351.93	102.28	0
1993-12-31	0:00	-0.83	522.16	-368.18	56.33	0
1994-01-03	0:00	11.64	358.89	-297.6	-65.85	0
1994-01-04	0:00	-2.29	496.93	-515.31	-61.91	0
1994-01-05	0:00	10.25	411.19	-473.52	-118.05	0
1994-01-06	0:00	1.54	111.68	-382.79	-128.03	0
1994-01-07	0:00	0.79	288.67	-416.71	-20.55	0
1994-01-10	0:00	-16.3	228.66	-257.19	-32.15	0
1994-01-11	0:00	0.09	489.79	-264.34	132.18	0
1994-01-12	0:00	-0.14	285.93	-467.03	-87.58	0
1994-01-13	0:00	-4.49	202.35	-594.41	-270.79	0
1994-01-14	0:00	-0.32	451.25	-315.74	69.8	0
1994-01-17	0:00	-11.62	428.75	-451.23	9.02	0
1994-01-18	0:00	33.99	244.37	-399.51	-15	0
1994-01-19	0:00	-9.95	177.56	-362.95	-17.87	0
1994-01-20	0:00	-20.83	418	-282.05	31.42	0
1994-01-21	0:00	19.11	685.96	-533.23	63.03	0
1994-01-24	0:00	2.52	382.48	-208.86	149.95	0
1994-01-25	0:00	24.02	517.73	-432.49	47.23	0
1994-01-26	0:00	23.64	302.97	-334.51	-48.25	0
1994-01-27	0:00	1.25	530.88	-274.53	91.68	0
1994-01-28	0:00	14.51	600.22	-331.46	97.08	0
1994-01-31	0:00	-0.34	338.89	-376.34	-72.79	0
1994-02-01	0:00	-21.61	335.09	-406.33	-17.28	0
1994-02-02	0:00	-8.82	129.55	-437.84	-65.97	0
1994-02-03	0:00	11.3	281.22	-269.81	-0.95	0
1994-02-04	0:00	-13.91	290.26	-270.42	-39.25	0
1994-02-07	0:00	6.88	379.92	-542.15	-38.02	0
1994-02-08	0:00	6.74	494.36	-317.52	76.17	0
1994-02-09	0:00	0.46	484.66	-199.69	108.52	0
1994-02-10	0:00	12.77	495.43	-375.65	-59.48	0
1994-02-11	0:00	2.3	209.97	-575.85	-107.68	0
1994-02-14	0:00	22.6	490.55	-248.44	47.14	0
1994-02-15	0:00	-1.97	627.09	-505.06	29.8	0
1994-02-16	0:00	12.17	439.16	-324.56	-82.78	0
1994-02-17	0:00	8.95	323.27	-611.09	-55.48	0
1994-02-18	0:00	9.77	288.64	-382.8	30.78	0
1994-02-21	0:00	37.84	447.71	-273.05	99.3	0
1994-02-22	0:00	20.06	354.12	-574.42	-99.76	0
1994-02-23	0:00	-16.99	326.5	-395.2	-47.32	0
1994-02-24	0:00	25.27	309.48	-362.84	-81.19	0
1994-02-25	0:00	18.42	207.5	-360.58	-23.97	0
1994-02-28	0:00	-21.3	322.49	-515.46	-87.38	0
1994-03-01	0:00	20.48	361.85	-245.85	2.16	0
1994-03-02	0:00	-5.26	348.34	-64.91	83.28	0
1994-03-03	0:00	-15.54	507.23	-172.82	102.13	0
1994-03-04	0:00	5.36	443.26	-263.59	66.59	0
1994-03-07	0:00	-12.03	380.87	-576.97	-83.26	0
1994-03-08	0:00	10.51	409.47	-181.01	127.93	0
1994-03-09	0:00	-0.28	166.57	-353.97	-20.52	0
1994-03-10	0:00	10.16	247.53	-310.03	-74.54	0
1994-03-11	0:00	-8.5	560.62	-271.27	102.55	0
1994-03-14	0:00	17.64	289.15	-251.87	31.85	0
1994-03-15	0:00	7.47	405.49	-565.23	53.57	0
1994-03-16	0:00	19.29	410.21	-302.44	21.54	0
1994-03-17	0:00	-12.53	304.43	-367.46	-18.65	0
1994-03-18	0:00	-6.9	269.82	-330.79	-9.72	0
1994-03-21	0:00	30.22	530.38	-348.69	94.31	0
1994-03-22	0:00	29.85	394.79	-104.51	124.63	0
1994-03-23	0:00	-10.89	357.92	-444.79	-28.4	0
1994-03-24	0:00	5.72	555.85	-426.89	20.67	0
1994-03-25	0:00	-21.82	222.01	-463.57	-87.47	0
1994-03-28	0:00	-5.85	453.68	-571.01	-8.97	0
1994-03-29	0:00	15.09	567.66	-216.13	137.19	0
1994-03-30	0:00	1.47	252.2	-384.93	-137.58	0
1994-03-31	0:00	-0.1	329.85	-357.54	-84.93	0
1994-04-01	0:00	11.69	253.15	-363.94	24.39	0
1994-04-04	0:00	19.02	488.67	-531.62	13.93	0
1994-04-05	0:00	16.08	284.47	-461.03	-80.11	0
1994-04-06	0:00	16.35	370.99	-166.79	52.41	0
1994-04-07	0:00	-9.36	205.96	-395.73	-58.25	0
1994-04-08	0:00	1.43	361.63	-354.93	-62.8	0
1994-04-11	0:00	52.72	517.78	-222.42	139.32	0
1994-04-12	0:00	4.26	466.11	-502.96	-90.27	0
1994-04-13	0:00	1.4	492.19	-256.74	229.59	0
1994-04-14	0:00	-22.78	380.88	-359.81	-50.58	0
1994-04-15	0:00	21.91	372.08	-109.38	62.42	0
1994-04-18	0:00	15.46	317.99	-415.88	-47.57	0
1994-04-19	0:00	-3.98	337.46	-366.47	9.58	0
1994-04-20	0:00	7.12	494.55	-657.04	-13.92	0
1994-04-21	0:00	6.54	104.19	-335.59	-78.06	0
1994-04-22	0:00	2.71	392.27	-229.82	20.59	0
1994-04-25	0:00	-25.93	226.67	-229.22	35.82	0
1994-04-26	0:00	4.28	333.18	-229.42	36.24	0
1994-04-27	0:00	9.66	554.61	-256.9	160.29	0
1994-04-28	0:00	-24.45	333.54	-402.36	50.58	0
1994-04-29	0:00	4.87	445.03	-97.57	108.06	0
1994-05-02	0:00	-13.4	453.2	-418.91	32.42	0
1994-05-03	0:00	20.33	200.29	-320.33	40.19	0
1994-05-04	0:00	10.27	412.97	-232.66	104.96	0
1994-05-05	0:00	10.57	451.94	-249.43	71.33	0
1994-05-06	0:00	-9.62	199.41	-304.62	-49.7	0
1994-05-09	0:00	8.09	439.6	-268.15	-9.43	0
1994-05-10	0:00	8.23	382.82	-504.04	-118.17	0
1994-05-11	0:00	33.83	397.59	-284.32	-27.39	0
1994-05-12	0:00	2.43	596.28	-641.28	62.38	0
1994-05-13	0:00	-1.95	384.53	-197.12	44.95	0
1994-05-16	0:00	-15.82	334.99	-452.94	-64.06	0
1994-05-17	0:00	2.97	340.81	-572.57	-109.79	0
1994-05-18	0:00	-0.04	208.05	-453.13	-104.86	0
1994-05-19	0:00	-11.91	235.5	-289.69	-98.82	0
1994-05-20	0:00	12.8	270.73	-454.8	-115.49	0
1994-05-23	0:00	24.46	578.41	-530.04	-33.97	0
1994-05-24	0:00	11.14	379.28	-605.07	-133.78	0
1994-05-25	0:00	19.91	618.25	-388.03	86.38	0
1994-05-26	0:00	6.41	376.63	-541.17	14.2	0
1994-05-27	0:00	9.38	669.29	-586.7	-16.76	0
1994-05-30	0:00	29.1	547.06	-374.56	32.76	0
1994-05-31	0:00	-6	173.28	-332.13	-21.44	0
1994-06-01	0:00	0.82	546.47	-321.17	57.14	0
1994-06-02	0:00	3.66	486.47	-307.39	35.15	0
1994-06-03	0:00	14.58	156.75	-477.15	-133.94	0
1994-06-06	0:00	20.92	403.72	-237.56	89.65	0
1994-06-07	0:00	28.54	398.06	-320.84	28.58	0
1994-06-08	0:00	1.8	376.03	-585.53	-112.67	0
1994-06-09	0:00	15.32	283.43	-250.01	46.01	0
1994-06-10	0:00	-3.97	242.8	-492.08	-112.45	0
1994-06-13	0:00	0.84	457.06	-186.24	50.87	0
1994-06-14	0:00	0.85	376.12	-553	-19.69	0
1994-06-15	0:00	13.57	341.78	-459.98	64.11	0
1994-06-16	0:00	0.59	374.16	-234.56	37.6	0
1994-06-17	0:00	17.07	426.62	-338.33	49.75	0
1994-06-20	0:00	2.64	239.76	-382.67	-55.32	0
1994-06-21	0:00	6.17	403.55	-455.72	-24.12	0
1994-06-22	0:00	-3.96	354.51	-152.64	102.42	0
1994-06-23	0:00	-24.29	455.58	-511.19	-54.35	0
1994-06-24	0:00	1.67	561.68	-196.51	130.49	0
1994-06-27	0:00	11.61	510.06	-451.43	77.99	0
1994-06-28	0:00	23.49	394.88	-473.94	-93.99	0
1994-06-29	0:00	-18.52	363.29	-258.7	73.58	0
1994-06-30	0:00	-2.2	332.28	-421.82	-53.65	0
1994-07-01	0:00	-5.41	382.51	-425.83	165.55	0
1994-07-04	0:00	7.78	21.59	-293.1	-20.64	0
1994-07-05	0:00	-15.05	163.43	-418.65	-23.95	0
1994-07-06	0:00	2.98	543	-461.36	2.82	0
1994-07-07	0:00	-9.65	204.03	-504.78	-92.82	0
1994-07-08	0:00	-17.73	294.11	-420.8	-54.18	0
1994-07-11	0:00	-17.37	402.89	-365.26	30.4	0
1994-07-12	0:00	4.43	430.66	-339.06	31.29	0
1994-07-13	0:00	11.23	279.53	-392.06	-59.26	0
1994-07-14	0:00	-16.46	425.48	-346.42	77.63	0
1994-07-15	0:00	5.51	415.94	-464.1	-56.42	0
1994-07-18	0:00	-8.29	162.86	-388.07	-113.41	0
1994-07-19	0:00	6.33	503.84	-215.95	134.98	0
1994-07-20	0:00	15.1	282.04	-619.66	-127.21	0
1994-07-21	0:00	10.45	410.64	-105.05	248.93	0
1994-07-22	0:00	1.77	545.81	-372.42	31.09	0
1994-07-25	0:00	28.03	371.37	-342.99	58.55	0
1994-07-26	0:00	-8.76	194.58	-496.4	-39.86	0
1994-07-27	0:00	-5.25	170.68	-370.31	-81.16	0
1994-07-28	0:00	-12.36	374.05	-609.27	14.74	0
1994-07-29	0:00	4.35	440.74	-406.52	74.01	0
1994-08-01	0:00	10.71	238.33	-471.47	-115.64	0
1994-08-02	0:00	17.15	501.57	-397.38	159.91	0
1994-08-03	0:00	9.48	303.58	-312.62	-30.56	0
1994-08-04	0:00	6.68	460.92	-249.01	114.3	0
1994-08-05	0:00	10.86	208.26	-366.61	-100.25	0
1994-08-08	0:00	5.36	401.34	-566.22	-102.46	0
1994-08-09	0:00	15.33	406.91	-498.08	-47.09	0
1994-08-10	0:00	-23.78	316.53	-699.52	-119.76	0
1994-08-11	0:00	3.69	370.06	-572.5	-79.22	0
1994-08-12	0:00	0.12	279.06	-312.81	-12.4	0
1994-08-15	0:00	-16.47	351.24	-385.13	121.64	0
1994-08-16	0:00	10.8	258.43	-347.61	-20.56	0
1994-08-17	0:00	6.76	213.44	-375.38	-40.04	0
1994-08-18	0:00	-1.59	355.2	-336.37	-129.87	0
1994-08-19	0:00	-16.4	441.96	-220.3	105.57	0
1994-08-22	0:00	-14.67	306.14	-483.12	-17.92	0
1994-08-23	0:00	24.52	387.64	-367.42	-5.41	0
1994-08-24	0:00	15.46	495.22	-462.63	37.92	0
1994-08-25	0:00	-25.1	266.69	-631.5	-195.16	0
1994-08-26	0:00	16.74	301.78	-270.79	82.8	0
1994-08-29	0:00	-2.07	420.72	-430.59	23.52	0
1994-08-30	0:00	3.14	394.9	-461.95	14.28	0
1994-08-31	0:00	-19.62	673.11	-335.56	110.76	0
1994-09-01	0:00	-2.04	347.08	-420.35	14.16	0
1994-09-02	0:00	9.62	189.24	-384.9	-61.7	0
1994-09-05	0:00	5.86	485.87	-483.42	-38.07	0
1994-09-06	0:00	16.49	436.08	-356.35	67.1	0
1994-09-07	0:00	13.03	447.76	-309.28	21.35	0
1994-09-08	0:00	-15.05	402.84	-693.32	-28.36	0
1994-09-09	0:00	-4.19	13.61	-341.51	-73.77	0
1994-09-12	0:00	-28.4	334.6	-527.06	-58.04	0
1994-09-13	0:00	26.68	269.14	-318.14	7.06	0
1994-09-14	0:00	-0.27	400.4	-290.27	30.44	0
1994-09-15	0:00	-6.88	302.52	-591.04	-73.4	0
1994-09-16	0:00	8.31	454.8	-448.27	19.7	0
1994-09-19	0:00	42.25	235.42	-166.6	108.22	0
1994-09-20	0:00	-0.84	368.59	-451.21	-84.8	0
1994-09-21	0:00	-2.01	273.34	-391.82	-25.17	0
1994-09-22	0:00	8.64	322.64	-366.67	-67.35	0
1994-09-23	0:00	23.98	392.25	-453.19	-18.04	0
1994-09-26	0:00	-6.33	329.03	-441.83	-50.17	0
